,PageRank,HubScore,AuthorityScore
0,0.003777966644430715,0.003670188501650412,0.00322159975249819
1,0.002278386254962955,0.0021189145140807736,0.002748794121251776
2,0.003333941908216206,0.003323936136467608,0.002844721396158583
3,0.0029967472936090972,0.003606448763564035,0.0023726318523410966
4,0.002948977135448004,0.0019593834260903087,0.0025307784430990497
5,0.0046447107255286986,0.001846227372492418,0.00546850289997318
6,0.003293713812159819,0.0012638375183973989,0.0024903228408643826
7,0.003346291013145836,0.002246685990620345,0.003737200408383745
8,0.0037564938859815347,0.0017598673736785996,0.0045188201768483925
9,0.00285259880327328,0.0032624795621820856,0.0022618247231331527
10,0.0041011754894895195,0.0058131230691649445,0.004896288899074397
11,0.005198818558968427,0.004057302461208098,0.0038333260331857204
12,0.004160293989294332,0.0021988701203214524,0.0035133716956960485
13,0.002964795386395451,0.0036490053295575725,0.0034255606176508335
14,0.00296707678908593,0.0014287002860015072,0.003086488159111194
15,0.003986921011663987,0.005489387292991581,0.004694367624145862
16,0.003006442936338221,0.003167047095623363,0.0023973760982103002
17,0.003975565847460201,0.0038046958616489955,0.004338730849427514
18,0.0026106559578052044,0.004084997432270674,0.0029356027276438994
19,0.002672796847817667,0.005042610145508781,0.003403173207333566
20,0.0050693504305924265,0.005585109668258148,0.005643139405532222
21,0.0037542322954167867,0.006666940952786125,0.0038101112091485576
22,0.00503443870538004,0.0037115258415612523,0.004243127301957531
23,0.0023912755345966773,0.0037831790979432527,0.0025937364387476508
24,0.0036468868423558004,0.0030731839029391277,0.003983141384631381
25,0.001762652213859007,0.00513444404728261,0.0012505236362590324
26,0.004335642116566726,0.00261456587782838,0.004886425684747326
27,0.0037081200568619267,0.005897927383585675,0.0028610937974638097
28,0.002175892533254597,0.0030158271135404253,0.0010474685471852496
29,0.004672213894694915,0.002132784226290873,0.005574787307586406
30,0.002002641124123684,0.0017143270138251646,0.0013398395709116957
31,0.005723689205422406,0.006031916859776003,0.003549230453358002
32,0.00351067430880137,0.0033201061465325584,0.0025475966006345864
33,0.0029783600702053266,0.004147724614493168,0.0034042189666599943
34,0.0036230910737071118,0.0030920704974367417,0.004443223879632103
35,0.0023760489861037954,0.004227515117099002,0.0023265486245639118
36,0.0041753586959788,0.002744585658835886,0.003332740713719971
37,0.003190536019281898,0.0033441733954059057,0.003458182171831288
38,0.003491457327068719,0.003994542247501649,0.003979140234790381
39,0.0034819750182902807,0.003828492080160605,0.0030759403554735582
40,0.0030795915584687274,0.004664400910727082,0.002355944281685663
41,0.0031742905794087234,0.0020305269667803736,0.003285777109980185
42,0.002880870765236048,0.003092256331172027,0.002691707211457758
43,0.0022657486105073688,0.004232157450457379,0.001072882096960324
44,0.001963461456249612,0.004443136094124986,0.001653234176084646
45,0.005615393972955714,0.006600779583584593,0.0051434127506912045
46,0.004640245195790762,0.0030927317207998847,0.00473718132965913
47,0.0023716691150391495,0.006284801750610743,0.002051732465411307
48,0.0022692308896111245,0.002933429698208793,0.0010182371221321045
49,0.0038656722146963207,0.004294619387224654,0.0049471790395985435
50,0.003377824257959775,0.0027908794709626938,0.0035780928084626633
51,0.0024739297788877283,0.0048045337025382565,0.0021383123582494074
52,0.0024073466201097907,0.004356260087714614,0.0020985659917517854
53,0.0030120057031307237,0.00319099178297053,0.0030506167540077906
54,0.0028147508686518913,0.0029434566201554145,0.004003764638331519
55,0.003103473142467514,0.001700036231894807,0.0015391730667524135
56,0.00146232715154818,0.004019960827615261,0.0014387342439537553
57,0.004273296958481094,0.0036562300457522712,0.005234756850894015
58,0.0036353215623434,0.0027555147995670178,0.00373839406566615
59,0.003112169634899242,0.006227478397537526,0.0021495753288221036
60,0.002500629782361376,0.0036191480009716043,0.0026226960662102416
61,0.0025816410227874295,0.005677946583938049,0.0022433544065933475
62,0.004537997402693858,0.002119955643747247,0.004707931826936406
63,0.004710260110991079,0.001939199125725601,0.005416407334536692
64,0.004049195948251351,0.0026850598194274006,0.004316329795435601
65,0.007000876978340256,0.0034823715986952164,0.006732434019582213
66,0.003480066956717114,0.004274835786506896,0.002548625982964342
67,0.0048272303840691455,0.0012397179000875017,0.005151281517788712
68,0.003273364095987886,0.003353581243659229,0.0035391545428155647
69,0.0032786670758085967,0.00477953956517902,0.0029471874924088294
70,0.00303658825218143,0.0036047930739707646,0.0022342911865812385
71,0.003497286123113355,0.003540577151752009,0.004084945611943801
72,0.003074398104358382,0.0027055769853880697,0.00259113393183108
73,0.005016176102452637,0.004857046410446682,0.007802691184008794
74,0.00417644157177909,0.0036158075760981657,0.003816065723356555
75,0.004552034683609248,0.0026730036661502658,0.003914466250963833
76,0.003376015371318972,0.0027770135119489178,0.0032586029014365627
77,0.004102732897783281,0.005174989381188793,0.0034921459026616922
78,0.0021175177580047863,0.005759841531383178,0.0027696864922926202
79,0.004421984885397587,0.0009153618058002425,0.00319423489487051
80,0.0020585202797040237,0.004844259055088364,0.0021230061005097617
81,0.002734366802760201,0.0037922720487676745,0.002831849120371759
82,0.0034842050371167656,0.0050413057036857115,0.004183942363968665
83,0.004449872725812651,0.0048135779672119185,0.004332316234333978
84,0.004235171449737628,0.003350384304320483,0.004635411851712577
85,0.003548966789371061,0.003273495361399114,0.002731122742971659
86,0.0033732996060994265,0.003608934489270797,0.004167104960718818
87,0.004734685332384601,0.003343550242295839,0.005533855722740852
88,0.003934354017508452,0.003264569604020496,0.004798021088165556
89,0.0036947855275460215,0.003430172121269759,0.00324583688072239
90,0.0036278808916866863,0.002241655904966305,0.004681019403740158
91,0.003762369856692305,0.0018021192077968924,0.00312859377834832
92,0.004151040463650034,0.004304691768518032,0.004904112833018585
93,0.004122073949753867,0.005351066331124363,0.005247335839270478
94,0.0033268557493141334,0.004295815444189368,0.0035338395827898355
95,0.0024605805861764346,0.005826776944027612,0.0016987591391922504
96,0.002618177098448013,0.0047913632936689675,0.0020791723778985135
97,0.002953919648245337,0.006213718439651304,0.0029016019747475576
98,0.004054879376332223,0.0021358689767438576,0.0051803960367233235
99,0.0027187519256576752,0.0033527896798260758,0.0021131616106369547
100,0.0035559095988852395,0.0025370036702785956,0.0057282111345812224
101,0.0020523706602545502,0.00422896605041759,0.0020659210980689593
102,0.004116764644194993,0.004219280271001081,0.004855734495220061
103,0.003287272052452492,0.0031682614249413125,0.0031993274850705884
104,0.0047203424243854476,0.005416022511484505,0.006569933970366048
105,0.003340771267117682,0.003666947857115775,0.003931497057045974
106,0.004099459092616311,0.005659387303121417,0.005496796326595068
107,0.004468382376860431,0.004501869505585153,0.0040790954987282475
108,0.0022199731600575727,0.007524441702122531,0.002361633126313649
109,0.004607459916334726,0.004619930666737802,0.005570489808676268
110,0.002990988954347389,0.00461010087941798,0.003591519978914024
111,0.004044994272320024,0.0017116693672847348,0.004062345965543267
112,0.0028877855049413573,0.0032094102887943,0.0029165445672523047
113,0.003111151286361159,0.002472107050750034,0.0036047964088421094
114,0.0066753968994021666,0.002579824230144003,0.004648578449616401
115,0.003384899481173283,0.002911305575186907,0.002127808956710944
116,0.002712601317387783,0.0030721184194174734,0.0027252240475208857
117,0.004601493225233045,0.005084826340327603,0.0043761832852423615
118,0.00224463021034745,0.0028216722930141875,0.0010780451742449584
119,0.003972531135425777,0.002775534585034277,0.004527180639788226
