,PageRank,HubScore,AuthorityScore,Betweeness
0,0.09700181758983709,0.07141272875773573,0.07141272880870855,0.43763528138528146
1,0.05287839103742701,0.053427231205172614,0.05342723122870397,0.053936688311688304
2,0.057078423047636745,0.06371906453963268,0.06371906455587135,0.14365680615680618
3,0.03586064322306479,0.04242273710428976,0.04242273710611524,0.011909271284271283
4,0.021979406974834498,0.01526095969815266,0.015260959692251741,0.0006313131313131313
5,0.02911334166344221,0.015966913494418547,0.01596691348769785,0.02998737373737374
6,0.02911334166344221,0.015966913494418547,0.01596691348769785,0.029987373737373736
7,0.024490758039509182,0.034343167206797434,0.03434316719678568,0.0
8,0.029765339186167028,0.0456819251308063,0.045681925113766106,0.05592682780182781
9,0.014308950284462801,0.020625667757182626,0.020625667747004237,0.0008477633477633478
10,0.021979406974834498,0.01526095969815266,0.015260959692251741,0.0006313131313131313
11,0.009564916863537148,0.01061789150852051,0.010617891499780771,0.0
12,0.014645186487916191,0.01692545078543599,0.016925450777611116,0.0
13,0.029536314977202986,0.04549486406600547,0.045494864044925934,0.04586339586339586
14,0.014535161524273825,0.020370345842716076,0.02037034582705704,0.0
15,0.014535161524273825,0.020370345842716076,0.02037034582705704,0.0
16,0.016785378110253487,0.004748031841562519,0.004748031844529441,0.0
17,0.014558859774243493,0.018561637031907358,0.01856163702009135,0.0
18,0.014535161524273825,0.020370345842716076,0.02037034582705704,0.0
19,0.019604416711937293,0.02971333389111539,0.029713333868231606,0.03247504810004811
20,0.014535161524273825,0.020370345842716076,0.02037034582705704,0.0
21,0.014558859774243493,0.018561637031907358,0.01856163702009135,0.0
22,0.014535161524273825,0.020370345842716076,0.02037034582705704,0.0
23,0.03152091531163228,0.030156497528902444,0.030156497522138854,0.017613636363636363
24,0.021075455001162945,0.011460952230139869,0.011460952243147787,0.0022095959595959595
25,0.021005628174745786,0.01189366439609368,0.011893664411194165,0.0038404882154882154
26,0.015043395360629753,0.015182734341447207,0.015182734336172116,0.0
27,0.025638803528350497,0.02681349412708363,0.026813494122100573,0.02233345358345358
28,0.01957296050943854,0.0263315057833753,0.026331505783102067,0.0017947330447330447
29,0.02628726283711208,0.027111539646424865,0.02711153964098065,0.0029220779220779218
30,0.02458933653429248,0.03510623798827733,0.03510623797808329,0.014411976911976909
31,0.03715663592267942,0.03837574188047834,0.03837574185646307,0.13827561327561325
32,0.07169213006588289,0.06200184647463986,0.06200184653550559,0.145247113997114
33,0.1009179167487121,0.07500294214634279,0.0750029422437107,0.30407497594997596
